name,type,company,description,amount,notes,notes2,notes3,notes4
Félix Desplan,executive,Parc National de la Guadeloupe,Membre du Conseil d'Administration,NÉANT,Participation au conseil d'administration du Parc National de la Guadeloupe afin de représenter les communes dans le cadre de l'adhésion à la charte et de la constitution de 'l'aire d'adhésion',0,,
Félix Desplan,executive,Syndicat intercommunal du Sud de la Côte sous-le-vent (SISCSV),Membre du Conseil d'Administration,NÉANT,Participation au conseil d'administration en qualité de maire ayant compétence en matière de distribution de l'eau potableet de l'assainissement des eaux usées de sa commune,0,,
Félix Desplan,executive,Syndicat mixte d'électricité de la Guadeloupe,Membre du Conseil d'Administration,NÉANT,"Le Sy. MEG assurant pour le compte des communes, les travaux d'électrification en zone rurale, en ma qualité de maire, je représentais ma commune au sein du comité syndical approuvant les décisions importantes",0,,
Fernand Siré,executive,NÉANT,,,,,,
Florence Delaunay,executive,SLE Caisse d'Epargne,Administrateur,NÉANT,jusqu'en octobre 2013,0,,
Florent Boudié,executive,NÉANT,,,,,,
Francis Delattre,executive,NÉANT,,,,,,
Francis Hillmeyer,executive,NÉANT,,,,,,
Francis Vercamer,executive,SCI,Gérant,4000 EUR par an,"Environ, dividende",4000,,
Franck Gilard,executive,NÉANT,,,,,,
Franck Marlin,executive,Centre hospitalier Sud-Essonne Dourdan-Etampes,Président du conseil de surveillance,NÉANT,,0,,
Franck Montaugé,executive,NÉANT,,,,,,
Franck Reynier,executive,NÉANT,,,,,,
Franck Riester,executive,,,,,,,
Franck Riester,executive,Centre hospitalier de Coulommiers,Président du conseil de surveillance,NÉANT,,0,,
Franck Riester,executive,HADOPI,Membre du collège,NÉANT,,0,,
Franck Riester,executive,Mission locale de la brie et des morins,Président,NÉANT,,0,,
Franck Riester,executive,Office Public de l'habitat de Coulommiers,Président,NÉANT,,0,,
François André,executive,SEM Citédia Rennes,Membre du Conseil d'Administration,NÉANT,,0,,
François André,executive,SEM Territoires et Développement,Membre du Conseil d'Administration,NÉANT,,0,,
François Asensi,executive,Hôpital Robert Ballanger d'Aulnay sous Bois,Président du Conseil de surveillance,NÉANT,,0,,
François Baroin,executive,Conseil de surveillance du Centre Hospitalier de Troyes,Présidence 01/07/2010 en application de la loi HPST du 21 juillet 2009,NÉANT,,0,,
François Baroin,executive,Association des maires de l'Aube,Présidence depuis 01/01/1995,NÉANT,,0,,
François Baroin,executive,Club national Dialogue et Initiative,Membre de la Comission exécutive (depuis /01/01/2005),NÉANT,,0,,
François Baroin,executive,Conseil d'administration centre municipal d'action sociale Troyes,Président de droit ( depuis 01/01/1995),NÉANT,,0,,
François Baroin,executive,UMP,Membre du bureau politique (depuis 01/01/2013) et présidence de la fédération départmental de l'Aube (depuis 01/01/2002),NÉANT,,0,,
François Baroin,executive,,,,,,,
François Baroin,executive,,,,,,,
François Baroin,executive,,,,,,,
François Bonhomme,executive,NÉANT,,,,,,
François Calvet,executive,Association Agence d'Urbanisme Catalogne,Membre du Conseil d'Administration,NÉANT,,0,,
François Calvet,executive,Maison de retraite 'Les Lauriers roses' LE SOLER,Président du Conseil d'Administration,NÉANT,,0,,
François Calvet,executive,Office public d'HLM de Perpignan,Vice-président délégué,NÉANT,,0,,
François Calvet,executive,Société anonyme Roussillon Habitat - HLM,Membre du Conseil d'Administration,NÉANT,,0,,
François Calvet,executive,Société publique locale Perpignan-Méditerranée,Membre du Conseil d'Administration,NÉANT,,0,,
François Commeinhes,executive,Office HLM Sète,Président,NÉANT,,0,,
François Commeinhes,executive,Epic Tourisme Sète,Vice-Président,NÉANT,,0,,
François Commeinhes,executive,Sa PST,Président directeur général,2013 : 51684 EUR par an,,51684,,
François Commeinhes,executive,Sarl COGIR,Gérant,NÉANT,,0,,
François Commeinhes,executive,Sarl LOUMI,Gérant,NÉANT,,0,,
François Commeinhes,executive,SAS FBS,Administrateur,NÉANT,,0,,
François Commeinhes,executive,SCI ?,Gérant,NÉANT,,0,,
François Commeinhes,executive,Sem ELIT,Président,NÉANT,,0,,
François Cornut-Gentille,executive,OPHLM de Saint Dizier,Office HLM,NÉANT,1 Rue Jean Vilar 52100 St Dizier,0,,
François de Mazières,executive,,,,,,,
François de Rugy,executive,NÉANT,,,,,,
François Fillon,executive,NÉANT,,,,,,
François Fortassin,executive,Commission syndicale forestiere,President,NÉANT,,0,,
François Fortassin,executive,Syndicat départemental d'électricité,Président,NÉANT,65000 Tarbes,0,,
François Fortassin,executive,Syndicat des Eaux Barousse Comminges Save,Vice Président,NÉANT,31800 Saint Gaudens,0,,
François Fortassin,executive,Syndicat Mixte du Pic du Midi,Président,NÉANT,65200 La Mongie,0,,
François Grosdidier,executive,,,,,,,
François Grosdidier,executive,Centre Hospitalier de Jury,Membre du Conseil de Surveillance,NÉANT,Hôpital psychiatrique public,0,,
François Grosdidier,executive,SAHLM Logiest,Membre du Conseil d'Administration,NÉANT,Bailleur social,0,,
François Lamy,executive,SEM Scientipole Aménagement,SEM Aménagement,NÉANT,,0,,
François Loncle,executive,NÉANT,,,,,,
François Marc,executive,Commission de surveillance de la caisse des dépots et consignations,Membre représentant le sénat,NÉANT,NÉANT,0,,
François Patriat,executive,NÉANT,,,,,,
François Pillet,executive,SCI,Co-gérant,NÉANT,,,,
François Pupponi,executive,Association des Maires Ville et Banlieue,Vice-président,NÉANT,,0,,
François Pupponi,executive,Association des Maires de France,Vice-président,NÉANT,,0,,
François Pupponi,executive,Comité des Finances locales,Membre,NÉANT,,0,,
François Pupponi,executive,Syndicat Paris Métropole,Membre du Bureau,NÉANT,,0,,
François Rochebloine,executive,NÉANT,,,,,,
François Sauvadet,executive,,,,,,,
François Sauvadet,executive,,,,,,,
François Scellier,executive,Agence nationale de l'habitat (Anah),Membre du Conseil d'Administration,NÉANT,Organismes extra-parlementaires,0,,
François Scellier,executive,Association L'Art dans la Ville,Président,NÉANT,,0,,
François Scellier,executive,Comité des Finances locales,Membre,NÉANT,Organismes extra-parlementaires,0,,
François Scellier,executive,Commission centrale de l'évaluation des normes,Membre,NÉANT,au titre de l'Assemblée nationale,0,,
François Scellier,executive,Commission nationale d'évaluation des politiques de l'État Outre-mer,Membre,NÉANT,Organismes extra-parlementaires,0,,
François Scellier,executive,Conseil national du Sport,Membre,NÉANT,au titre de l'Assemblée nationale,0,,
François Scellier,executive,Fédération Nationale Avenir et Qualité de Vie des Personnes Agées (FNAQPA),Vice-président,NÉANT,St Gratien,0,,
François Scellier,executive,Groupe français de l'Union interparlementaire,Membre,NÉANT,au titre de l'Assemblée nationale,0,,
François Scellier,executive,"Syndicat mixte départemental d'Electricité, du Gaz et des Télécommunications du Val d'Oise",Président,NÉANT,,0,,
François Vannson,executive,NÉANT,,,,,,
François Zocchetto,executive,NÉANT,,,,,,
Françoise Cartron,executive,NÉANT,,,,,,
Françoise Descamps-Crosnier,executive,NÉANT,,,,,,
Françoise Dubois,executive,NÉANT,,,,,,
Françoise Dumas,executive,NÉANT,,,,,,
Françoise Férat,executive,NÉANT,,,,,,
Françoise Gatel,executive,NÉANT,,,,,,
Françoise Guégot,executive,NÉANT,,,,,,
Françoise Imbert,executive,NÉANT,,,,,,
Françoise Laborde,executive,NÉANT,,,,,,
François-Michel Lambert,executive,NÉANT,,,,,,
François-Noël Buffet,executive,Syndicat des transports en commun de l'agglomération Lyonnaise (SYTRAL),Membre du conseil syndical,NÉANT,,0,,
François-Xavier Villain,executive,Centre Hospitalier CAMBRAI,Président du Conseil de Surveillance,NÉANT,,0,,
François-Xavier Villain,executive,SIAC (syndicat assainissement),Président,"11673,12 EUR par an",972.76  EUR mensuels,"11673,12",,
Frédéric Barbier,executive,NÉANT,,,,,,
Frédéric Cuvillier,executive,OP HLM Habitat au Littoral,Président,NÉANT,,0,,
Frédéric Lefebvre,executive,Nouveaux Horizons,Président,NÉANT,,0,,
Frédéric Reiss,executive,NÉANT,,,,,,
Frédéric Roig,executive,NÉANT,,,,,,
Frédérique Espagnac,executive,,,,,,,
Frédérique Espagnac,executive,EPFL Béarn,Membre du Conseil d'Administration,NÉANT,,0,,
Frédérique Espagnac,executive,Office Tourisme Pau,Membre du Conseil d'Administration,NÉANT,,0,,
Frédérique Espagnac,executive,SDEPA,Membre du Conseil d'Administration,NÉANT,,0,,
Frédérique Massat,executive,NÉANT,,,,,,
Gabriel Serville,executive,NÉANT,,,,,,
Gabrielle Louis-Carabin,executive,NÉANT,,,,,,
Gaby Charroux,executive,SEMIVIM (société d'économie mixte immobilière),PDG,"15366,36 EUR par an",1280.53 os par mois (depuis 17/04/2014) = 15366.36 par an,"15366,36",,
Gaby Charroux,executive,SEMOVIM (société d'économie mixte d'organisation de loisirs),PDG,0 EUR par an,,0,,
Gaby Charroux,executive,SPPLA,PDG,NÉANT,,0,,
Gaby Charroux,executive,SPPLT,PDG,0 EUR par an,,0,,
Gaëtan Gorce,executive,Association des Maires « coup de pouce »,Co-Président,NÉANT,,0,,
Gaëtan Gorce,executive,CNIL,Membre du collège,250 EUR par séance,"Selon le site Internet de la CNIL, elle se réunit environ chaque semaine en séance plénière",,,
Gaëtan Gorce,executive,Pays Bourgogne Nivernais (Association Loi 1901),Président,NÉANT,,0,,
Geneviève Fioraso,executive,,,,,,,
Geneviève Gaillard,executive,CCAS,Présidente,NÉANT,,0,,
Geneviève Gaillard,executive,Hôpital,Présidente du conseil de surveillance,NÉANT,,0,,
Geneviève Gosselin-Fleury,executive,NÉANT,,,,,,
Geneviève Levy,executive,NÉANT,,,,,,
Georges Fenech,executive,Force d'avenir,Président,,,,,
Georges Ginesta,executive,NÉANT,,,,,,
Georges Labazée,executive,Bureau de développement économique des Pays de l'Adour,Président,NÉANT,"Organisme issu des CG 64 et 65 et des Chambres consulaires, soutien à l'activité économique",0,,
Georges Labazée,executive,Syndicat Mixte AEROPOLIS,Président,NÉANT,Syndicat C Gal Communauté de Communes : aménagement du site de TURBOMECA à Bordes 64,0,,
Georges Patient,executive,NÉANT,,,,,,
Gérald Darmanin,executive,NÉANT,,,,,,
Gérard Bailly,executive,NÉANT,,,,,,
Gérard Bapt,executive,NÉANT,,,,,,
Gérard César,executive,CDC Castillon - Pujols,Président,"15366,36 EUR par an","1280,53 EUR par mois depuis le 17/04/2014","15366,36",,
Gérard César,executive,SIEM (Syndicat Intercommunal de l'électricité de l'entre-deux mers),Président,"2014 : 7832,52 EUR","7832,52 EUR de janvier à septembre 2014","7832,52",,
Gérard Charasse,executive,NÉANT,,,,,,
Gérard Cherpion,executive,NÉANT,,,,,,
Gérard Collomb,executive,Citynet,Membre du comité exécutif,NÉANT,,0,,
Gérard Collomb,executive,ADERLY,Président,NÉANT,,0,,
Gérard Collomb,executive,Association des Communautés Urbaines de France (ACUF),Président,NÉANT,,0,,
Gérard Collomb,executive,Association des Maires des Grandes Villes de France (AMGVF),Membre du bureau,NÉANT,,0,,
Gérard Collomb,executive,Association des Maires du Rhône (AMR),Président d'honneur,NÉANT,,0,,
Gérard Collomb,executive,Communauté urbaine de Lyon,Président,NÉANT,,0,,
Gérard Collomb,executive,Euronews,Membre de l'Assemblée générale,NÉANT,,0,,
Gérard Collomb,executive,Fondation Jean jaurès,Secrétaire général,NÉANT,,0,,
Gérard Collomb,executive,Hospices Civils de Lyon,Président du Conseil de surveillance,NÉANT,,0,,
Gérard Collomb,executive,Lyon Parc Auto,Membre de l'Assemblée générale,NÉANT,,0,,
Gérard Collomb,executive,Office de tourisme,Président d'honneur,NÉANT,,0,,
Gérard Collomb,executive,"Pôle Métropolitain constitué entre la Communauté urbaine de Lyon et les communautés d'agglomération St Etienne métropole, porte de l'Isère et du Pays viennois",Président,NÉANT,,0,,
Gérard Collomb,executive,SEM Patrimoniale du Grand Lyon,Président,NÉANT,,0,,
Gérard Collomb,executive,Société Anonyme Aéroports de Lyon,Membre de l'Assemblée générale et du Conseil de Surveillance,NÉANT,,0,,
Gérard Collomb,executive,Société anonyme immobilière d'économie mixte (SAIEM) de Vaulx-en-velin,Membre de l'Assemblée générale,NÉANT,,0,,
Gérard Collomb,executive,Société d'Equipement du Rhône et de Lyon,Membre de l'Assemblée générale,NÉANT,,0,,
Gérard Collomb,executive,Société publique locale de Lyon Confluence,Président,NÉANT,,0,,
Gérard Collomb,executive,Société publique locale des espaces publics du Rhône Amont,Membre de l'Assemblée générale,NÉANT,,0,,
Gérard Collomb,executive,Société publique locale Lyon Part Dieu,Président,NÉANT,,0,,
Gérard Collomb,executive,Syndicat intercommunal d'assainissement de la vallée de l'Ozon (SIAVO),Représentant légal à défaut de représentant désigné,NÉANT,,0,,
Gérard Collomb,executive,Syndicat miste d'études et de programmation de l'agglomération Lyonnaise (SEPAL),Président,NÉANT,,0,,
Gérard Collomb,executive,Syndicat mixte des transports pour le Rhône et l'agglomération Lyonnaise (SYTRAL),Membre du conseil syndical,NÉANT,,0,,
Gérard Cornu,executive,NÉANT,,,,,,
Gérard Dériot,executive,NÉANT,,,,,,
Gérard Larcher,executive,NÉANT,,,,,,
Gérard Longuet,executive,Sea invest France,Administrateur,2009 : 25000 EUR par an,France manutention portuaire - 2 mois en 2011 et 6 mois en 2012,,,
Gérard Longuet,executive,CMI,Administrateur,12000 EUR par an,depuis le 01/10/2013 12000 EUR annuels (service à l'industrie illisible),12000,,
Gérard Longuet,executive,Sea invest Afrique,Président du conseil d'administration,2014 : 50000 EUR par an,cf. diam : 50000 EUR par an à compter du 01/10/2014,50000,,
Gérard Longuet,executive,Sea invest France,Administrateur,2013 : 20000 EUR par an,6 mois en 2013,20000,,
Gérard Menuel,executive,SEM Energie,Président,NÉANT,,0,,
Gérard Menuel,executive,OPAC Troyes Habitat,Vice-Président,NÉANT,,0,,
Gérard Miquel,executive,NÉANT,,,,,,
Gérard Roche,executive,,,,,,,
Gérard Sebaoun,executive,NÉANT,,,,,,
Germinal Peiro,executive,EPIDOR (Etablissement Public Interdépartemental Dordogne),Membre du Conseil d'Administration,NÉANT,,0,,
Germinal Peiro,executive,SEMITOUR (Société d'Economie Mixte de Tourisme en Dordogne),Membre du Conseil d'Administration,NÉANT,,0,,
Gilbert Barbier,executive,NÉANT,,,,,,
Gilbert Bouchet,executive,NÉANT,,,,,,
Gilbert Collard,executive,NÉANT,,,,,,
Gilbert Le Bris,executive,NÉANT,,,,,,
Gilbert Roger,executive,,,,,,,
Gilbert Roger,executive,,,,,,,
Gilbert Roger,executive,,,,,,,
Gilbert Roger,executive,,,,,,,
Gilbert Roger,executive,,,,,,,
Gilbert Roger,executive,Bond'Innov,Représentant du conseil général aux instances de gestion,NÉANT,,0,,
Gilbert Roger,executive,SEM Sequano,"Membre du conseil, mandat lié à celui de conseiller régional",NÉANT,,0,,
Gilbert Sauvan,executive,Service Départemental d'incendie et de secours des AHP,Président,8400 EUR par an,Environ 700  EUR/mois,8400,,
Gilda Hobert,executive,NÉANT,,,,,,
Gilles Bourdouleix,executive,Office public HLM du Choletais (Sevre Loire Habitat),,"2012 : 567,76 EUR",(Indemnités forfaitaires de déplacement),,,
Gilles Carrez,executive,RATP,Membre du Conseil d'administration,2012 : 592 EUR,Désigné en tant que représentant qualifié des élus locaux d'Ile de France ; jetons de présence,592,,
Gilles Lurton,executive,ESAT de Chateauneuf d'ille et Villaine Centre d'aide par le travail,Membre du Conseil d'Administration,NÉANT,Route de Pleudhien 35430 Chateauneuf d'ille et vilaine,0,,
Gilles Lurton,executive,OPH Emeraude Habitation,Vice Président,"2422,516 EUR par an","2009 - 2013 : 12112,58  EUR","2422,52",,
Gilles Lurton,executive,SA La Rance,Vice Président,"1305,5 EUR par an","2009 - 2013 : 6527,50  EUR","1305,5",,
Gilles Savary,executive,NÉANT,,,,,,
Gisèle Biémouret,executive,NÉANT,,,,,,
Gisèle Jourda,executive,NÉANT,,,,,,
Guénhaël Huet,executive,NÉANT,,,,,,
Guillaume Arnell,executive,Établissement portuaire de Saint Martin,Vice Président du conseil d'administration,NÉANT,,0,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,,,,,,,
Guillaume Bachelay,executive,Lycée Ferdinand Buisson / Elboeuf,Représentant le Conseil régional - Membre suppléant du conseil d'administration,,,,,
Guillaume Bachelay,executive,Comité de pilotage SCRCAE,Représentant le Conseil régional,,,,,
